Applicant_ID,Applicant_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Status,Annual_Income_Lakhs,Credit_Score,Loan_Amount_Lakhs,Loan_Term_Years,Interest_Rate_Percent,Down_Payment_Percent,Loan_Type,Property_Location,Property_Value_Lakhs,Property_Type,Existing_Loans_Amount,EMI_Affordability_Percent,Prior_Relationship_Years,Loan_Approval_Status,Application_Date
5190,27,Female,Married,0,Postgraduate,Unemployed,9.87,329,122.04,15,7.2,21.02,Home Purchase,Semi-Urban,121.37,Plot,8.49,29.95,16,Approved,05-02-2018
5191,53,Other,Divorced,3,Graduate,Unemployed,23.55,339,77.52,15,8.34,9.28,Home Purchase,Rural,136.8,Apartment,3.11,21.43,18,Approved,01-08-2018
5192,45,Female,Divorced,2,Graduate,Unemployed,29.52,379,24.88,15,8.44,25.07,Home Purchase,Semi-Urban,236.41,Apartment,24.91,41.97,8,Approved,11-05-2025
5193,29,Male,Divorced,3,Doctorate,Salaried,11.86,686,43.03,15,7.03,7.89,Refinance,Urban,280.93,Plot,3.61,5.28,0,Approved,19-03-2024
5194,30,Other,Divorced,0,Graduate,Salaried,7.18,759,14.56,20,10.47,8.46,Refinance,Rural,208.91,Apartment,8.46,12.28,11,Approved,19-09-2021
5195,39,Male,Married,1,Postgraduate,Unemployed,12.67,458,135.75,15,9.64,26.42,Home Purchase,Semi-Urban,270.01,Independent House,7.89,34.29,0,Approved,24-04-2023
5196,61,Male,Widowed,0,Postgraduate,Salaried,49.66,802,135.89,30,9.6,17.79,Construction,Semi-Urban,248.24,Independent House,7.77,17.91,15,Approved,14-11-2023
5197,23,Other,Married,3,High School,Unemployed,17.08,349,26.19,30,7.54,11.99,Refinance,Urban,146.27,Plot,1.36,13.57,11,Approved,13-08-2018
5198,49,Female,Married,4,High School,Unemployed,2.49,468,87.97,30,7.16,10.85,Construction,Urban,63.39,Independent House,12.71,37.61,11,Approved,20-01-2025
5199,56,Male,Divorced,1,Doctorate,Self-Employed,20.61,468,39.97,10,10.4,13.43,Construction,Semi-Urban,120.55,Apartment,44.05,6.16,2,Approved,15-10-2021
5200,60,Male,Divorced,2,High School,Salaried,40.19,553,24.61,30,7.62,27.28,Construction,Urban,223.64,Plot,19.64,37.92,2,Approved,24-01-2018
5201,49,Male,Divorced,2,High School,Salaried,42.47,351,92.1,20,10.31,20.59,Construction,Semi-Urban,84.16,Plot,0.63,16.57,5,Rejected,24-10-2023
5202,53,Male,Divorced,3,Postgraduate,Self-Employed,45.58,426,110.47,10,9.31,17.5,Refinance,Semi-Urban,250.55,Independent House,7.81,21.68,7,Approved,02-02-2022
5203,44,Female,Single,2,Doctorate,Self-Employed,21.82,499,79.85,20,9.84,8.45,Home Purchase,Semi-Urban,227.82,Apartment,7.89,45.38,6,Rejected,23-03-2023
5204,57,Other,Single,1,Doctorate,Unemployed,12.8,645,56.56,20,8.07,10.27,Refinance,Urban,282.06,Apartment,22.66,35.46,1,Rejected,29-04-2021
5205,64,Female,Married,1,Doctorate,Self-Employed,32.91,583,92.31,30,8.31,17.31,Refinance,Semi-Urban,298.98,Independent House,6.58,49.58,16,Approved,13-08-2020
5206,57,Female,Widowed,2,Doctorate,Unemployed,4.37,356,27.14,30,6.92,25.21,Home Purchase,Rural,59.54,Independent House,28.64,12.18,4,Rejected,21-07-2023
5207,49,Male,Single,1,High School,Unemployed,10.65,585,31.67,25,8.75,14.53,Refinance,Urban,205.74,Independent House,45.89,43,16,Rejected,04-09-2024
5208,56,Other,Married,2,Graduate,Salaried,33.33,500,90.94,25,9.46,10.7,Refinance,Semi-Urban,207.65,Apartment,5.51,45.06,14,Approved,19-09-2024
5209,57,Female,Married,4,Graduate,Self-Employed,42.92,446,148.15,10,10,8.47,Construction,Semi-Urban,184.07,Plot,28.57,24.69,17,Approved,04-10-2025
5210,37,Other,Married,1,Doctorate,Salaried,21.4,393,100.37,30,8.35,24.68,Construction,Urban,105.92,Plot,6.2,23.34,1,Approved,22-12-2018
5211,39,Other,Single,4,Graduate,Unemployed,17.41,359,117.5,10,8.16,23.07,Home Purchase,Urban,284.7,Independent House,35.25,24.8,1,Approved,16-09-2022
5212,31,Other,Widowed,1,High School,Self-Employed,10.5,481,19.74,25,9.45,16.12,Home Purchase,Semi-Urban,100.92,Apartment,12.37,19.35,8,Approved,16-08-2021
5213,31,Female,Divorced,2,High School,Self-Employed,17.34,654,33.75,10,8.61,22.66,Home Purchase,Semi-Urban,93.22,Plot,43.72,27.92,4,Approved,01-03-2022
5214,47,Male,Divorced,3,Postgraduate,Salaried,14.97,664,27.14,20,9.59,19.1,Home Purchase,Semi-Urban,98.72,Apartment,34.21,5.48,15,Approved,30-08-2023
5215,53,Male,Divorced,3,High School,Salaried,43.7,769,57.58,10,10.39,20.21,Home Purchase,Semi-Urban,67.93,Apartment,35.79,7.3,12,Approved,03-08-2020
5216,43,Female,Divorced,3,High School,Unemployed,23.54,588,113.52,25,10.04,11,Refinance,Rural,267.89,Independent House,6.55,44.64,14,Approved,20-09-2020
5217,61,Male,Divorced,4,High School,Unemployed,28.72,744,116.1,20,6.87,23.86,Construction,Urban,193.38,Apartment,21.29,38.3,3,Approved,25-03-2023
5218,52,Male,Divorced,1,High School,Salaried,19.71,329,29.33,30,7.06,23.09,Home Purchase,Urban,282.69,Plot,13.25,41.95,10,Rejected,03-04-2025
5219,49,Male,Divorced,2,Doctorate,Unemployed,45.35,418,10.19,20,9.15,7.89,Construction,Semi-Urban,62.67,Apartment,8.14,17.47,9,Approved,21-01-2024
5220,50,Other,Divorced,0,Doctorate,Unemployed,16.77,464,58.16,15,7.92,16.25,Construction,Rural,184.8,Apartment,3.5,38.32,13,Rejected,31-07-2019
5221,55,Female,Single,1,Postgraduate,Unemployed,24.65,653,109.9,10,6.61,15.53,Home Purchase,Semi-Urban,184.88,Apartment,1.85,32,6,Rejected,09-02-2022
5222,31,Male,Divorced,2,Doctorate,Unemployed,45.17,353,124.82,15,8.82,11.82,Construction,Semi-Urban,288.68,Independent House,26.53,40.53,19,Approved,24-03-2021
5223,39,Male,Widowed,0,Postgraduate,Salaried,41.47,454,9.33,30,7.15,11.29,Construction,Rural,50.37,Plot,15.95,20.38,9,Rejected,18-05-2018
5224,45,Other,Divorced,1,High School,Unemployed,45.12,609,31.98,25,8.56,26.49,Construction,Urban,210.3,Plot,27.74,37.12,12,Approved,12-04-2019
5225,26,Male,Married,1,Doctorate,Self-Employed,19.8,713,33.35,20,7.98,25.7,Refinance,Semi-Urban,82.86,Independent House,4.23,28.57,12,Rejected,18-09-2020
5226,44,Female,Widowed,3,Graduate,Self-Employed,27.38,780,60.99,25,10.8,6.7,Refinance,Rural,79.14,Plot,31.7,35.5,15,Rejected,01-09-2021
5227,54,Male,Married,3,Doctorate,Salaried,43.6,839,90.8,10,9.82,12.1,Home Purchase,Rural,45.13,Apartment,39.3,47.08,14,Rejected,07-05-2024
5228,64,Other,Single,2,Doctorate,Self-Employed,34.68,438,113.48,10,8.64,20.04,Construction,Urban,68.53,Apartment,9.14,31.61,4,Approved,20-01-2023
5229,43,Male,Single,4,Doctorate,Unemployed,6.14,317,69.46,30,9,14.55,Construction,Urban,39.95,Apartment,22.12,47.63,2,Approved,11-10-2021
5230,52,Male,Married,1,High School,Unemployed,10.69,322,147.89,10,10.21,24.57,Construction,Rural,298.32,Independent House,47.87,13.27,8,Approved,06-12-2024
5231,30,Male,Single,1,Graduate,Salaried,10.41,507,113.16,30,9.16,5.95,Construction,Urban,224.52,Independent House,18.73,11.23,12,Approved,30-07-2022
5232,54,Male,Single,3,Postgraduate,Salaried,17.7,592,36.13,30,6.91,22.7,Refinance,Rural,253.17,Apartment,48.8,40.99,1,Approved,26-04-2025
5233,26,Other,Divorced,4,Doctorate,Salaried,20.62,457,89.21,30,10.8,26.74,Home Purchase,Urban,236.78,Independent House,33.29,43.19,14,Approved,19-11-2019
5234,45,Other,Single,4,Graduate,Salaried,6.3,720,123.82,20,7.53,29.3,Construction,Semi-Urban,132.4,Apartment,27.87,37.94,10,Approved,12-03-2024
5235,39,Female,Single,4,High School,Unemployed,42.73,697,61.39,15,9.09,29.12,Refinance,Urban,82.23,Apartment,33.74,7.57,0,Approved,19-03-2021
5236,24,Male,Widowed,1,Doctorate,Unemployed,34.75,763,32.42,30,10.44,8.89,Construction,Rural,260.37,Independent House,7.96,8.94,19,Approved,28-04-2021
5237,57,Other,Widowed,0,High School,Salaried,10.36,471,36.36,20,8.7,28.03,Construction,Semi-Urban,288.67,Plot,23.31,22.13,12,Approved,19-07-2021
5238,39,Male,Single,0,High School,Unemployed,3.38,819,15.89,10,10.52,15.63,Refinance,Urban,31.46,Apartment,28.9,35.56,6,Approved,03-06-2018
5239,28,Male,Single,2,Graduate,Unemployed,47.76,328,26.38,15,8.21,29.28,Construction,Urban,155.15,Independent House,26.49,18.15,9,Rejected,09-07-2022
5240,43,Female,Divorced,0,Postgraduate,Self-Employed,8.36,440,39.08,15,9.94,13.77,Refinance,Rural,235.64,Plot,25.47,35.56,12,Approved,09-03-2022
5241,30,Male,Married,4,Postgraduate,Unemployed,45.19,650,69.21,15,7.07,21.4,Refinance,Urban,255.09,Plot,40.22,22.3,7,Approved,13-05-2021
5242,38,Female,Divorced,4,Doctorate,Self-Employed,46.55,622,36.41,15,7.74,22.47,Refinance,Semi-Urban,145.98,Independent House,49.81,34.8,0,Rejected,10-12-2019
5243,32,Male,Widowed,2,Doctorate,Unemployed,39.17,566,107.13,10,7.88,7.25,Refinance,Rural,279.07,Apartment,8.32,18.31,18,Rejected,18-05-2021
5244,57,Other,Married,4,Graduate,Unemployed,10.56,467,27.41,10,10.2,8.37,Home Purchase,Rural,106.07,Independent House,39.83,8.93,7,Approved,22-11-2023
5245,42,Other,Married,2,High School,Salaried,35.95,508,87.62,30,9.59,6.8,Construction,Rural,208.7,Apartment,46.42,32.82,5,Approved,14-12-2018
5246,39,Male,Married,3,High School,Unemployed,41.01,665,6.2,20,7.08,6.27,Home Purchase,Rural,299.94,Plot,30.89,48.58,16,Approved,31-03-2022
5247,57,Female,Divorced,0,High School,Salaried,12.71,773,101.86,15,9.57,22.02,Construction,Rural,241.89,Apartment,45.69,12.92,0,Approved,04-07-2021
5248,25,Other,Divorced,3,Doctorate,Salaried,26.28,510,142.53,20,10.11,6.19,Refinance,Rural,243.08,Plot,18.93,37.08,11,Approved,01-10-2018
5249,44,Female,Married,1,Doctorate,Salaried,33.49,679,14.19,30,7.37,7.97,Refinance,Urban,183.59,Apartment,14.94,44.57,18,Rejected,08-12-2019
5250,62,Male,Divorced,2,Graduate,Unemployed,30.71,601,29.84,30,10.74,23.83,Home Purchase,Urban,210.61,Independent House,4.84,43.74,3,Approved,19-02-2018
5251,23,Female,Widowed,3,Graduate,Salaried,18.42,337,26.63,15,7.57,25.26,Home Purchase,Rural,113.67,Independent House,4.11,20.93,0,Rejected,16-07-2024
5252,55,Female,Widowed,0,Graduate,Unemployed,27.61,747,129.99,15,6.98,23.98,Construction,Rural,116.47,Independent House,19.2,5.98,3,Approved,22-09-2018
5253,60,Female,Married,0,High School,Salaried,16.81,397,149.69,15,7.53,18.42,Construction,Semi-Urban,50.92,Plot,8.86,20.24,18,Approved,23-08-2020
5254,58,Male,Widowed,1,Graduate,Unemployed,46.17,710,13.02,25,10.46,14.68,Refinance,Rural,120.23,Plot,5.46,40.39,4,Rejected,13-02-2022
5255,54,Other,Single,0,Doctorate,Unemployed,29.54,521,57.97,15,8.31,5.7,Construction,Semi-Urban,181.84,Apartment,28.85,14.99,1,Approved,11-03-2025
5256,21,Male,Married,1,Graduate,Salaried,3.11,417,137.13,15,10.04,11.1,Home Purchase,Urban,191.51,Plot,48.57,20.93,10,Approved,18-12-2023
5257,58,Male,Married,0,Doctorate,Self-Employed,27.03,684,107.67,30,6.73,21.97,Construction,Urban,210.03,Independent House,48.5,33.35,0,Approved,29-01-2018
5258,60,Other,Divorced,3,Doctorate,Unemployed,17.74,650,74.39,15,7.28,29.23,Home Purchase,Urban,287.38,Plot,35.07,47.72,14,Rejected,06-05-2024
5259,39,Female,Single,3,Doctorate,Self-Employed,27.48,465,52.51,25,9.26,5.35,Refinance,Urban,42.06,Apartment,17.41,21.05,16,Approved,16-07-2021
5260,28,Male,Widowed,2,High School,Salaried,6.07,374,6.32,15,7.79,8.25,Home Purchase,Semi-Urban,169.71,Plot,48.02,24.01,19,Approved,10-11-2018
5261,29,Male,Married,2,Postgraduate,Self-Employed,40.98,470,13.76,25,10.85,15.1,Refinance,Urban,158,Apartment,47.34,42.46,15,Approved,15-04-2023
5262,57,Female,Widowed,2,High School,Salaried,38.75,531,108.15,10,10.6,6.04,Home Purchase,Urban,248.84,Apartment,43.86,45.82,17,Approved,02-01-2020
5263,64,Other,Divorced,4,Postgraduate,Self-Employed,40.18,487,77.35,25,7.82,15.68,Construction,Rural,62.82,Plot,8.81,15.62,1,Approved,08-02-2021
5264,50,Female,Single,0,High School,Self-Employed,30.2,760,133.03,30,9.19,11.2,Home Purchase,Rural,102.27,Plot,7.25,15.97,7,Approved,04-08-2023
5265,32,Male,Married,1,Doctorate,Self-Employed,38.86,624,72.89,10,9.78,5.68,Refinance,Urban,158.74,Independent House,29.04,32.47,12,Approved,08-12-2022
5266,38,Other,Widowed,3,Doctorate,Self-Employed,31.58,778,7.68,30,10.61,14.31,Construction,Semi-Urban,61.35,Apartment,37.76,23.92,9,Rejected,29-04-2018
5267,52,Male,Single,1,Doctorate,Salaried,16.93,665,85.7,10,6.81,6.4,Refinance,Rural,224.26,Independent House,7.4,47.28,5,Approved,31-07-2023
5268,38,Male,Widowed,2,Graduate,Salaried,9.35,802,137,30,7.41,13.05,Construction,Urban,297.56,Independent House,35.56,42.4,9,Approved,03-03-2025
5269,62,Male,Single,3,Doctorate,Salaried,36.52,322,19.33,25,10.95,24.83,Home Purchase,Semi-Urban,37.1,Apartment,23.88,42.71,12,Approved,05-11-2018
5270,48,Male,Divorced,1,Graduate,Unemployed,44.86,764,103.99,20,10.13,19.28,Home Purchase,Rural,68.29,Plot,23.17,39.1,18,Approved,31-03-2025
5271,28,Male,Single,1,Graduate,Unemployed,36.88,823,46.19,25,7.77,13.41,Construction,Rural,33.68,Independent House,49.94,27.9,2,Rejected,17-01-2021
5272,29,Male,Married,1,Doctorate,Salaried,11.08,550,63.06,30,9.09,19.91,Home Purchase,Semi-Urban,205.9,Independent House,6.84,13.47,11,Approved,24-02-2018
5273,36,Female,Divorced,0,Graduate,Salaried,22.01,341,19.75,10,7.66,25.77,Home Purchase,Semi-Urban,254.72,Independent House,41.06,6.08,3,Approved,21-02-2020
5274,57,Other,Widowed,3,Postgraduate,Salaried,32.4,490,86.52,20,10.52,6.92,Home Purchase,Rural,254.84,Independent House,22.97,16.26,17,Approved,07-01-2022
5275,23,Other,Single,1,Graduate,Self-Employed,34.62,474,45.9,10,10.65,7.19,Home Purchase,Semi-Urban,126.77,Independent House,25.18,15.79,17,Approved,22-01-2025
5276,58,Other,Divorced,4,Graduate,Salaried,29.33,757,130.74,15,10.06,18.65,Refinance,Semi-Urban,229.99,Apartment,11.23,32.54,9,Approved,08-02-2020
5277,48,Male,Widowed,0,Doctorate,Unemployed,38.8,487,26.55,20,10.34,18.07,Refinance,Urban,196.22,Independent House,0.08,49.27,0,Approved,31-08-2021
5278,49,Female,Married,0,Graduate,Salaried,12.25,656,144.67,15,7.24,17.64,Home Purchase,Urban,115.67,Plot,8.93,15.92,8,Rejected,29-01-2020
5279,24,Other,Divorced,2,Postgraduate,Unemployed,9.66,593,52.02,25,9.6,5.44,Home Purchase,Urban,87.09,Apartment,32.91,35.26,12,Rejected,12-01-2018
5280,43,Female,Married,3,High School,Salaried,11.9,316,62.67,25,8.14,21.75,Refinance,Semi-Urban,207.28,Independent House,4.46,20.77,8,Rejected,06-04-2025
5281,38,Male,Married,1,High School,Unemployed,15.81,714,66.86,25,8.46,6.43,Refinance,Semi-Urban,273.73,Independent House,3.24,8.8,8,Rejected,05-04-2021
5282,48,Female,Widowed,1,Postgraduate,Self-Employed,13.58,451,79.9,20,10.53,25.56,Construction,Rural,232.77,Plot,46.86,47.39,2,Rejected,14-09-2023
5283,41,Male,Married,3,High School,Salaried,24.82,312,113.74,15,6.72,5.91,Home Purchase,Semi-Urban,216.3,Apartment,48.16,11.9,7,Approved,15-05-2020
5284,23,Male,Divorced,0,High School,Unemployed,33.11,496,44.6,15,8.36,6.59,Home Purchase,Rural,96.4,Plot,36.59,31.81,11,Approved,30-07-2018
5285,27,Male,Single,4,Graduate,Unemployed,46.33,822,30.75,15,7.13,5.01,Construction,Urban,210.11,Plot,19.97,23.62,0,Approved,15-10-2025
5286,53,Male,Married,3,Postgraduate,Self-Employed,43.42,438,42.4,30,10.61,8.29,Home Purchase,Urban,168.86,Independent House,49.32,36.28,0,Rejected,02-01-2025
5287,47,Female,Divorced,2,High School,Unemployed,13.17,676,67.98,10,7.19,5.61,Home Purchase,Urban,117.78,Plot,5.73,44.56,10,Approved,24-05-2020
5288,58,Male,Single,2,Postgraduate,Self-Employed,46.91,530,122.8,25,7.51,13.51,Construction,Semi-Urban,276.55,Plot,42.59,49.23,3,Approved,30-11-2018
5289,54,Other,Divorced,4,High School,Unemployed,27.62,800,136.98,10,8.25,23.8,Refinance,Semi-Urban,124.98,Independent House,26.72,13.62,14,Approved,02-04-2025
5290,28,Other,Married,3,Graduate,Self-Employed,22.68,787,111.9,10,8.15,29.4,Construction,Semi-Urban,111.67,Plot,42.08,27.48,3,Approved,09-04-2022
5291,31,Male,Widowed,4,High School,Self-Employed,33.57,442,105.9,25,6.72,7.48,Refinance,Urban,115.59,Independent House,28.17,49.55,15,Approved,28-01-2025
5292,29,Female,Widowed,0,Doctorate,Unemployed,4.8,648,101.17,10,8.64,5.4,Refinance,Semi-Urban,220.76,Plot,0.11,40.5,7,Rejected,17-10-2018
5293,29,Female,Married,4,Graduate,Self-Employed,37.15,648,31.15,20,7.27,27.44,Construction,Rural,170.03,Plot,36.35,8.45,5,Rejected,07-06-2020
5294,64,Male,Divorced,3,High School,Unemployed,42.55,341,135.66,15,8.64,20.69,Refinance,Semi-Urban,278.77,Independent House,3.23,27.47,14,Approved,09-10-2023
5295,22,Female,Divorced,1,Postgraduate,Salaried,47.24,789,120.89,10,10.81,14.35,Refinance,Urban,89.19,Plot,15.73,40.58,10,Approved,19-07-2022
5296,37,Other,Single,1,Doctorate,Unemployed,25.42,508,36.08,15,7.41,14.8,Refinance,Rural,275.87,Independent House,7.67,41.88,1,Approved,18-05-2023
5297,29,Male,Divorced,2,Graduate,Self-Employed,21.95,735,85.88,25,10.33,17.07,Construction,Semi-Urban,210.71,Apartment,39.75,42.49,8,Rejected,13-04-2024
5298,37,Male,Divorced,3,Doctorate,Unemployed,24.23,341,104.73,10,7.98,6.6,Home Purchase,Urban,203.47,Independent House,25.18,14.23,3,Rejected,01-05-2021
5299,32,Female,Divorced,0,Postgraduate,Unemployed,46.73,639,69.77,25,8.37,11.83,Construction,Urban,116.15,Independent House,28.3,48.83,8,Approved,30-10-2018
5300,22,Other,Divorced,1,Postgraduate,Self-Employed,3.83,522,69.81,25,7.38,20.46,Refinance,Urban,73.83,Apartment,37.09,33.18,6,Rejected,26-02-2020
5301,41,Female,Single,3,Doctorate,Salaried,6.17,431,96.6,15,10.38,17.55,Refinance,Semi-Urban,149.47,Plot,11.35,39.43,12,Rejected,21-06-2022
5302,53,Other,Widowed,3,High School,Self-Employed,39.39,471,76.58,15,7.11,29.69,Home Purchase,Rural,172.41,Apartment,9.54,35.93,5,Approved,03-06-2021
5303,24,Female,Divorced,2,High School,Salaried,6.16,306,73.32,10,10.81,10.02,Refinance,Rural,210.74,Plot,33.46,31.14,11,Approved,14-07-2021
5304,40,Other,Married,1,Doctorate,Self-Employed,16.6,815,137.93,10,8.12,29.17,Construction,Rural,45.6,Plot,10.34,19.35,15,Approved,25-09-2020
5305,47,Male,Married,1,Doctorate,Salaried,32.26,743,24.88,25,7.57,14.19,Construction,Rural,55.38,Plot,21.2,28.39,19,Approved,24-09-2021
5306,41,Female,Divorced,0,Doctorate,Self-Employed,17.01,402,68.01,10,10.17,11.56,Home Purchase,Semi-Urban,278.08,Apartment,46.72,10.78,13,Rejected,30-03-2020
5307,38,Female,Widowed,4,Doctorate,Salaried,22.84,584,77.2,15,10.39,14.1,Refinance,Rural,127.16,Plot,14.78,42.64,7,Approved,30-10-2020
5308,57,Other,Married,3,Postgraduate,Salaried,12.81,761,81.43,20,7.5,15.38,Construction,Urban,93.68,Apartment,43.96,13.33,2,Approved,05-01-2021
5309,35,Female,Widowed,3,High School,Self-Employed,17.82,728,69.19,15,10.83,5.34,Home Purchase,Urban,167.72,Independent House,12.61,26.3,13,Rejected,22-03-2021
5310,21,Female,Married,0,Graduate,Salaried,48.62,619,67.39,20,6.54,7.07,Home Purchase,Urban,83.52,Apartment,38.2,9.74,6,Rejected,27-05-2023
5311,41,Female,Divorced,0,Doctorate,Self-Employed,40.5,758,39.93,10,9,18.94,Home Purchase,Urban,179.81,Apartment,28.35,34.99,19,Approved,24-10-2023
5312,52,Other,Widowed,1,Postgraduate,Unemployed,23.52,667,76.54,30,6.64,8.2,Refinance,Rural,299.5,Plot,11.66,41.55,13,Approved,24-01-2024
5313,27,Female,Divorced,4,High School,Unemployed,14.44,585,25.37,30,7.63,9.27,Construction,Urban,48.32,Independent House,30.81,12.75,1,Approved,08-07-2021
5314,62,Female,Widowed,2,Doctorate,Self-Employed,14.05,386,44.91,20,6.87,13.71,Refinance,Urban,297.62,Apartment,6.79,37.02,10,Approved,26-06-2018
5315,47,Male,Widowed,0,Postgraduate,Salaried,19.03,584,33.77,20,9.05,26.08,Refinance,Rural,178.63,Apartment,31.81,42.96,1,Approved,30-12-2022
5316,60,Male,Widowed,1,Postgraduate,Unemployed,38.48,649,20.64,20,7.1,18.15,Refinance,Urban,100.22,Plot,3.95,49.94,3,Approved,03-08-2021
5317,24,Other,Widowed,2,Doctorate,Self-Employed,3.98,641,121.88,25,8.57,14.44,Refinance,Urban,189.36,Plot,17.35,28.39,2,Approved,11-07-2021
5318,59,Other,Widowed,0,Doctorate,Self-Employed,8.35,529,111.6,30,7,18.17,Refinance,Semi-Urban,226.18,Independent House,16.98,43.68,6,Approved,17-09-2022
5319,46,Female,Married,3,Doctorate,Unemployed,26.93,797,11.22,15,9.3,28,Home Purchase,Rural,153.16,Plot,12.66,16.51,18,Approved,12-01-2019
5320,40,Male,Widowed,3,Doctorate,Self-Employed,40.67,664,22.04,20,10.38,14.32,Refinance,Semi-Urban,169.31,Independent House,2.79,36.54,8,Rejected,11-02-2024
5321,38,Other,Married,4,Doctorate,Self-Employed,2.94,658,68.14,30,10.39,18.89,Home Purchase,Semi-Urban,164.83,Independent House,28.51,7.56,0,Rejected,06-07-2018
5322,46,Female,Widowed,3,Graduate,Salaried,41.92,419,46.09,10,7.57,25.83,Home Purchase,Urban,176.12,Independent House,25.57,6.76,0,Approved,18-11-2021
5323,40,Male,Single,3,Graduate,Salaried,7.64,790,136.37,15,7,23.38,Construction,Urban,106.71,Plot,36.11,24.78,8,Rejected,20-01-2018
5324,29,Female,Single,0,Doctorate,Self-Employed,25.83,822,126.89,15,10.72,15.24,Construction,Semi-Urban,258.65,Independent House,13.46,25.82,10,Approved,17-01-2019
5325,40,Female,Married,1,Postgraduate,Self-Employed,28.48,728,140.93,25,7.79,21.05,Home Purchase,Urban,145.28,Plot,41.99,41.5,0,Rejected,20-02-2018
5326,35,Other,Widowed,1,High School,Self-Employed,18.72,708,85.62,20,9.39,22.95,Home Purchase,Semi-Urban,154.04,Apartment,18.59,33.1,13,Approved,28-09-2025
5327,45,Female,Single,4,Doctorate,Self-Employed,49.72,729,109.3,30,7.46,24.56,Home Purchase,Rural,38.7,Plot,41.83,46.8,0,Approved,16-06-2025
5328,56,Male,Widowed,1,Doctorate,Self-Employed,14.04,418,43.08,10,7.16,29.62,Construction,Semi-Urban,201.29,Independent House,24.21,48.39,17,Approved,14-01-2021
5329,27,Female,Single,2,High School,Self-Employed,35.64,336,7.28,15,9.58,13.17,Construction,Urban,190.01,Independent House,9.23,29.23,7,Approved,25-11-2024
5330,50,Other,Single,3,High School,Salaried,22.25,563,84.62,15,10.72,12.53,Home Purchase,Semi-Urban,201.17,Plot,46.05,6.03,15,Approved,30-08-2025
5331,53,Male,Divorced,1,Postgraduate,Self-Employed,36.22,393,139.34,25,9.18,18.07,Refinance,Urban,217.88,Independent House,34.07,24.92,11,Approved,03-04-2020
5332,60,Female,Single,0,Doctorate,Unemployed,15.9,302,8.67,15,10.36,22.86,Construction,Rural,79.25,Apartment,39.35,31.7,9,Approved,09-08-2020
